1.01;5576;5954
1.02;5958;6339
1.03;6347;6357
1.04;6361;6514
1.05;6520;6802
1.06;6804;7033
1.07;7051;7062
1.08;7065;7143
1.09;7144;7346
1.10;7352;7360
1.11;7361;7699
1.12;7703;7744
1.13;7745;7855
1.14;7856;8086
1.15;8087;8254
1.16;8257;8364
1.17;8365;8838
1.18;8839;9002
1.19a;9003;9142
1.19b;9149;9185
1.20a;9186;9283
1.20b;9284;9452
1.21;9453;9576
1.22;9577;9637
2.01;9639;9743
2.02;9745;9951
2.03;9952;10109
2.04;10110;10338
2.05;10339;10390
2.06;10391;10404
2.07;10405;10581
2.08a;10582;10639
2.08b;10651;10680
2.09;10681;10755
2.10;10756;10777
2.11;10778;10944
2.12;10945;11006
2.13;11007;11223
2.14;11225;11272
2.15;;
2.16;;
2.17;;
2.18;;
2.19;;
2.20;;
2.21;;
2.22;;
2.23;;
2.24;;
2.25;;
2.26;;
2.27;;
2.28;;
2.29;;
2.30;;
2.31;;
2.32;;
2.33a;;
2.33b;;
