1.01;84;481
1.02;483;865
1.03;866;871
1.04;872;1029
1.05;1030;1197
1.06;1198;1432
1.07;1439;1461
1.08;1462;1531
1.09;1532;1730
1.10;1731;1733
1.11;1734;2100
1.12;2102;2110
1.13;2111;2223
1.14;2230;2359
1.15;2360;2538
1.16;2544;2662
1.17;2663;3135
1.18;3136;3370
1.19a;3372;3455
1.19b;3462;3510
1.20a;3511;3611
1.20b;3612;3779
1.21;3780;3891
1.22;3892;3964
2.01;3969;4072
2.02;4073;4147
2.03;4148;4304
2.04;4312;4409
2.05;4410;4467
2.06;4468;4480
2.07;4481;4656
2.08a;4657;4691
2.08b;4700;4707
2.09;4708;4787
2.10;4790;4812
2.11;4813;4993
2.12;5002;5033
2.13;5034;5276
2.14;5287;5407
2.15;5408;5506
2.16;5507;5550
2.17;5551;5801
2.18;5802;5867
2.19;6178;6329
2.20;6330;6347
2.21;6348;6513
2.22;;
2.23;5868;6096
2.24;6103;6171
2.25;6517;6639
2.26;6640;6865
2.27;6867;7144
2.28;7145;7395
2.29;7396;7623
2.30;7626;7960
2.31;7961;8110
2.32;8112;8217
2.33a;8218;8253
2.33b;8254;8392
