1.01;39;423
1.02;432;787
1.03;794;809
1.04;810;969
1.05;977;1232
1.06;1233;1466
1.07;1467;1489
1.08;1490;1552
1.09;1553;1763
1.10;1771;1785
1.11;1786;2144
1.12;2145;2212
1.13;2213;2316
1.14;2317;2504
1.15;2505;2674
1.16;2684;2791
1.17;2793;3227
1.18;3230;3412
1.19a;3414;3558
1.19b;3560;3642
1.20a;3643;3696
1.20b;3697;3869
1.21;3870;3989
1.22;3990;4051
2.01;4071;4161
2.02;4163;4234
2.03;4236;4383
2.04;4415;4567
2.05;4568;4621
2.06;4625;4641
2.07;4642;4823
2.08a;4824;4881
2.08b;4888;4928
2.09;4929;5008
2.10;5009;5095
2.11;5096;5279
2.12;5304;5373
2.13;5374;5599
2.14;5628;5841
2.15;5842;5933
2.16;5935;6015
2.17;6016;6231
2.18;6241;6291
2.19;6296;6441
2.20;6442;6486
2.21;6487;6669
2.22;6680;6805
2.23;6806;7043
2.24;7044;7156
2.25;7165;7274
2.26;7275;7507
2.27;7516;7787
2.28;7788;8005
2.29;8006;8182
2.30;8191;8516
2.31;8517;8661
2.32;8670;8803
2.33a;8804;8834
2.33b;8835;8965
