1.01;62;484
1.02;487;879
1.03;881;892
1.04;893;1068
1.05;1069;1279
1.06;1281;1545
1.07;1555;1612
1.08;1613;1696
1.09;1697;1936
1.10;1937;1944
1.11;1945;2316
1.12;;
1.13;2317;2423
1.14;2425;2584
1.15;2585;2769
1.16;2770;2865
1.17;2866;3383
1.18;3384;3603
1.19a;3604;3749
1.19b;3750;3798
1.20a;3799;3907
1.20b;3908;4137
1.21;4138;4268
1.22;4269;4332
2.01;4336;4509
2.02;4510;4643
2.03;4644;4831
2.04;4832;4984
2.05;4985;5038
2.06;5039;5056
2.07;5057;5233
2.08a;5235;5292
2.08b;;
2.09;5293;5371
2.10;5372;5434
2.11;5435;5617
2.12;5618;5668
2.13;5669;5952
2.14;5956;6086
2.15;6087;6183
2.16;6184;6251
2.17;6252;6509
2.18;6510;6530
2.19;6531;6732
2.20;6733;6776
2.21;6777;6942
2.22;6944;7015
2.23;7016;7249
2.24;7250;7335
2.25;7339;7435
2.26;7436;7670
2.27;7674;7966
2.28;7967;8182
2.29;8183;8394
2.30;8395;8715
2.31;8716;8879
2.32;8880;9024
2.33a;9025;9060
2.33b;9061;9207
