1.01;2554;2957
1.02;2965;3370
1.03;3380;3396
1.04;3397;3556
1.05;3564;3880
1.06;3881;4119
1.07;4134;4174
1.08;4175;4225
1.09;4226;4430
1.10;4437;4444
1.11;4445;4803
1.12;4813;4863
1.13;4864;4979
1.14;4980;5257
1.15;5258;5435
1.16;5444;5548
1.17;5550;6014
1.18;6017;6189
1.19a;6190;6337
1.19b;6344;6383
1.20a;6384;6487
1.20b;6488;6659
1.21;6660;6788
1.22;6789;6853
2.01;6862;6964
2.02;6965;7165
2.03;7166;7319
2.04;7320;7567
2.05;7568;7621
2.06;7622;7638
2.07;7639;7829
2.08a;7830;7887
2.08b;7895;7931
2.09;7932;8013
2.10;8014;8038
2.11;8039;8218
2.12;8236;8310
2.13;8311;8531
2.14;8552;8767
2.15;8768;8872
2.16;8873;8952
2.17;8953;9181
2.18;9194;9329
2.19;9336;9507
2.20;9508;9553
2.21;9554;9702
2.22;9710;9869
2.23;9870;10099
2.24;10107;10226
2.25;10235;10359
2.26;10360;10617
2.27;10625;10906
2.28;10907;11108
2.29;11109;11296
2.30;11298;11646
2.31;11647;11793
2.32;11804;11932
2.33a;11933;11964
2.33b;11965;12096
