1.01;0;372
1.02;374;729
1.03;733;756
1.04;757;896
1.05;897;1166
1.06;1167;1392
1.07;1393;1456
1.08;1457;1525
1.09;1526;1721
1.10;1724;1732
1.11;1733;2073
1.12;2076;2107
1.13;2108;2204
1.14;2206;2403
1.15;2405;2566
1.16;2570;2669
1.17;2670;3132
1.18;3133;3306
1.19a;3307;3439
1.19b;3440;3525
1.20a;3526;3577
1.20b;3578;3746
1.21;3747;3872
1.22;3873;3931
2.01;3934;4073
2.02;4074;4285
2.03;4286;4466
2.04;4467;4651
2.05;4652;4702
2.06;4703;4716
2.07;4717;4891
2.08a;4892;4964
2.08b;4966;4995
2.09;4996;5066
2.10;5067;5127
2.11;5128;5290
2.12;5293;5368
2.13;5369;5585
2.14;5586;5728
2.15;5729;5842
2.16;5843;5930
2.17;5932;6158
2.18;6160;6258
2.19;6263;6432
2.20;6434;6471
2.21;6472;6637
2.22;6640;6762
2.23;6763;6979
2.24;6980;7087
2.25;7093;7197
2.26;7198;7433
2.27;7436;7701
2.28;7702;7889
2.29;7890;8092
2.30;8093;8353
2.31;8354;8487
2.32;8489;8609
2.33a;8610;8639
2.33b;8640;8770
