1.01;4458;4885
1.02;4887;5279
1.03;5289;5306
1.04;5307;5484
1.05;5489;5686
1.06;5687;5922
1.07;5931;5999
1.08;6005;6081
1.09;6082;6283
1.10;6298;6304
1.11;6305;6709
1.12;6717;6771
1.13;6772;6883
1.14;6884;7040
1.15;7041;7232
1.16;7244;7345
1.17;7346;7830
1.18;7831;8003
1.19a;8008;8160
1.19b;8170;8213
1.20a;8214;8318
1.20b;8319;8507
1.21;8508;8642
1.22;8643;8706
2.01;8715;8868
2.02;8869;9002
2.03;9176;9326
2.04;9350;9483
2.05;9484;9533
2.06;9534;9540
2.07;9541;9732
2.08a;9733;9763
2.08b;9764;9820
2.09;9827;9905
2.10;9906;9930
2.11;9931;10105
2.12;10143;10179
2.13;10180;10396
2.14;10409;10658
2.15;10659;10764
2.16;10765;10852
2.17;10857;11091
2.18;11105;11178
2.19;11179;11327
2.20;11328;11350
2.21;9003;9171
2.22;11351;11448
2.23;11449;11701
2.24;11712;11798
2.25;11809;11926
2.26;11927;12190
2.27;12194;12508
2.28;12509;12720
2.29;12721;12919
2.30;12921;13308
2.31;13309;13470
2.32;13483;13618
2.33a;13619;13652
2.33b;13653;13793
