1.01;0;387
1.02;395;815
1.03;823;838
1.04;839;998
1.05;1007;1274
1.06;1275;1511
1.07;1520;1539
1.08;1540;1610
1.09;1611;1820
1.10;1829;1846
1.11;1847;2196
1.12;2205;2250
1.13;2251;2353
1.14;2354;2562
1.15;2563;2768
1.16;2778;2878
1.17;2879;3384
1.18;3386;3575
1.19a;3576;3716
1.19b;3719;3772
1.20a;3773;3869
1.20b;3870;4050
1.21;4051;4175
1.22;4176;4238
2.01;4250;4351
2.02;4352;4546
2.03;4547;4713
2.04;4721;4899
2.05;4900;4952
2.06;4953;4967
2.07;4968;5145
2.08a;5146;5204
2.08b;5209;5246
2.09;5247;5325
2.10;5326;5413
2.11;5414;5579
2.12;5590;5652
2.13;5653;5869
2.14;5894;6061
2.15;6062;6159
2.16;6160;6228
2.17;6229;6465
2.18;6473;6516
2.19;6523;6675
2.20;6676;6719
2.21;6720;6879
2.22;6888;6992
2.23;6993;7219
2.24;7227;7323
2.25;7329;7479
2.26;7480;7687
2.27;7698;7972
2.28;7973;8173
2.29;8174;8352
2.30;8360;8685
2.31;8686;8826
2.32;8836;8945
2.33a;8946;8972
2.33b;8973;9099
