1.01;62;484
1.02;485;847
1.03;848;859
1.04;860;1006
1.05;1007;1220
1.06;1221;1460
1.07;1461;1500
1.08;1501;1570
1.09;1571;1789
1.10;1792;1798
1.11;1799;2136
1.12;;
1.13;2137;2243
1.14;2244;2377
1.15;2378;2566
1.16;2574;2667
1.17;2669;3199
1.18;3200;3363
1.19a;3364;3494
1.19b;3495;3540
1.20a;3541;3641
1.20b;3642;3835
1.21;3836;3957
1.22;3958;4024
2.01;4027;4118
2.02;4119;4201
2.03;4202;4353
2.04;4363;4494
2.05;4495;4546
2.06;4547;4560
2.07;4561;4735
2.08a;4736;4770
2.08b;4777;4783
2.09;4784;4852
2.10;4853;4876
2.11;4877;5046
2.12;5050;5085
2.13;5086;5313
2.14;5316;5458
2.15;5459;5549
2.16;5550;5615
2.17;5616;5879
2.18;5881;5963
2.19;5967;6149
2.20;6150;6183
2.21;6184;6365
2.22;6366;6467
2.23;6468;6692
2.24;6693;6769
2.25;6780;6882
2.26;6883;7131
2.27;7135;7396
2.28;7397;7636
2.29;7637;7824
2.30;7830;8135
2.31;8136;8273
2.32;8277;8402
2.33a;8403;8436
2.33b;8437;8576
