1.01;0;359
1.02;366;714
1.03;715;728
1.04;729;865
1.05;870;1079
1.06;1080;1300
1.07;1307;1353
1.08;1354;1424
1.09;1425;1626
1.10;1629;1635
1.11;1636;2008
1.12;;
1.13;2013;2111
1.14;2115;2313
1.15;2314;2495
1.16;2500;2611
1.17;2612;3116
1.18;3117;3299
1.19a;3302;3439
1.19b;3445;3529
1.20a;3530;3590
1.20b;3591;3786
1.21;3787;3908
1.22;3909;3969
2.01;3975;4092
2.02;4093;4239
2.03;4240;4435
2.04;4440;4631
2.05;4632;4688
2.06;4689;4703
2.07;4704;4873
2.08a;4874;4982
2.08b;4983;5013
2.09;5014;5085
2.10;5086;5104
2.11;5105;5263
2.12;5272;5336
2.13;5337;5598
2.14;5599;5771
2.15;5772;5865
2.16;5866;5937
2.17;5938;6177
2.18;;
2.19;6183;6345
2.20;6370;6382
2.21;6383;6575
2.22;6579;6736
2.23;6737;6951
2.24;6952;7053
2.25;7057;7196
2.26;7197;7432
2.27;7443;7742
2.28;7743;7930
2.29;7931;8120
2.30;8123;8411
2.31;8412;8551
2.32;8554;8663
2.33a;8664;8695
2.33b;8696;8830
