1.01;;
1.02;3506;3900
1.03;3903;3920
1.04;3921;4082
1.05;4083;4299
1.06;4300;4568
1.07;4569;4606
1.08;4607;4676
1.09;4677;4891
1.10;4892;4906
1.11;4907;5298
1.12;;
1.13;5302;5407
1.14;5408;5538
1.15;5539;5719
1.16;5720;5828
1.17;5829;6321
1.18;6322;6507
1.19a;6508;6652
1.19b;6653;6745
1.20a;6746;6800
1.20b;6801;6990
1.21;6991;7125
1.22;7126;7193
2.01;7210;7330
2.02;7331;7462
2.03;7463;7635
2.04;7636;7807
2.05;7808;7866
2.06;7867;7878
2.07;7879;8074
2.08a;8075;8119
2.08b;8120;8147
2.09;8148;8222
2.10;8223;8245
2.11;8246;8415
2.12;8417;8466
2.13;8467;8718
2.14;8719;8863
2.15;8864;8959
2.16;8963;9031
2.17;9033;9294
2.18;9296;9377
2.19;9378;9554
2.20;9555;9595
2.21;9596;9785
2.22;9786;9897
2.23;9898;10131
2.24;10132;10214
2.25;10223;10356
2.26;10357;10617
2.27;10619;10930
2.28;10931;11160
2.29;11161;11367
2.30;11368;11695
2.31;11696;11844
2.32;11845;11959
2.33a;11960;11992
2.33b;11993;12133
