1.01;0;382
1.02;384;739
1.03;747;759
1.04;760;906
1.05;913;1110
1.06;1111;1361
1.07;1365;1403
1.08;1404;1470
1.09;1471;1683
1.10;1684;1690
1.11;1691;2025
1.12;;
1.13;2043;2142
1.14;2146;2284
1.15;2285;2479
1.16;2493;2587
1.17;2588;3085
1.18;3086;3278
1.19a;3283;3416
1.19b;3425;3468
1.20a;3469;3560
1.20b;3561;3755
1.21;3756;3873
1.22;3874;3927
2.01;3938;4040
2.02;4041;4116
2.03;4118;4295
2.04;4310;4456
2.05;4457;4509
2.06;4510;4521
2.07;4522;4683
2.08a;4684;4716
2.08b;4735;4746
2.09;4747;4814
2.10;4815;4832
2.11;4833;4995
2.12;5001;5040
2.13;5041;5280
2.14;5302;5450
2.15;5451;5531
2.16;5532;5595
2.17;5596;5865
2.18;5878;5959
2.19;5990;6152
2.20;6153;6184
2.21;6185;6345
2.22;6363;6461
2.23;6462;6683
2.24;6697;6774
2.25;6790;6887
2.26;6888;7108
2.27;7110;7394
2.28;7395;7617
2.29;7621;7814
2.30;7835;8109
2.31;8110;8246
2.32;8254;8378
2.33a;8379;8407
2.33b;8408;8527
