1.01;4675;5050
1.02;5051;5422
1.03;5423;5439
1.04;5440;5589
1.05;5590;5796
1.06;5797;6027
1.07;6036;6097
1.08;6098;6167
1.09;6169;6383
1.10;6390;6398
1.11;6399;6757
1.12;6779;6817
1.13;6818;6913
1.14;6923;7126
1.15;7127;7316
1.16;7336;7426
1.17;7427;7912
1.18;7913;8074
1.19a;8075;8212
1.19b;8213;8255
1.20a;8256;8362
1.20b;8364;8553
1.21;8554;8677
1.22;8678;8738
2.01;8751;8892
2.02;8894;9066
2.03;9067;9215
2.04;9469;9634
2.05;9635;9682
2.06;9683;9691
2.07;9692;9860
2.08a;9861;9910
2.08b;9937;9959
2.09;9960;10031
2.10;10032;10102
2.11;10103;10279
2.12;10303;10379
2.13;10384;10614
2.14;10641;10839
2.15;10840;10928
2.16;10929;11015
2.17;11016;11233
2.18;11243;11331
2.19;11334;11484
2.20;9225;9268
2.21;9269;9445
2.22;11489;11634
2.23;11635;11870
2.24;11878;11982
2.25;12007;12105
2.26;12106;12339
2.27;12348;12642
2.28;12644;12863
2.29;12864;13062
2.30;13063;13385
2.31;13386;13533
2.32;13546;13655
2.33a;13656;13689
2.33b;13690;13820
