1.01;1;403
1.02;404;732
1.03;742;756
1.04;757;916
1.05;928;1144
1.06;1145;1376
1.07;1383;1395
1.08;1396;1461
1.09;1462;1665
1.10;1675;1692
1.11;1693;2047
1.12;2054;2109
1.13;2110;2215
1.14;2220;2394
1.15;2395;2565
1.16;2573;2677
1.17;2684;3144
1.18;3145;3312
1.19a;3313;3449
1.19b;3459;3497
1.20a;3498;3595
1.20b;3596;3760
1.21;3761;3877
1.22;3878;3936
2.01;3947;4036
2.02;4037;4122
2.03;4123;4279
2.04;4301;4440
2.05;4441;4494
2.06;4498;4511
2.07;4512;4689
2.08a;4690;4744
2.08b;4746;4784
2.09;4785;4861
2.10;4862;4949
2.11;4950;5127
2.12;5140;5201
2.13;5202;5424
2.14;5450;5627
2.15;5628;5720
2.16;5721;5799
2.17;5800;6018
2.18;6024;6067
2.19;6073;6218
2.20;6219;6265
2.21;6266;6440
2.22;6447;6548
2.23;6549;6769
2.24;6775;6880
2.25;6885;6992
2.26;6993;7229
2.27;7237;7521
2.28;7522;7729
2.29;7730;7904
2.30;7914;8235
2.31;8236;8379
2.32;8388;8507
2.33a;8508;8533
2.33b;8534;8662
