1.01;0;377
1.02;380;748
1.03;756;763
1.04;764;902
1.05;904;1050
1.06;1052;1278
1.07;1279;1297
1.08;1298;1368
1.09;1369;1568
1.10;;
1.11;1571;1901
1.12;1917;1925
1.13;1926;2020
1.14;2021;2124
1.15;2125;2320
1.16;2325;2435
1.17;2440;2862
1.18;2863;3029
1.19a;3031;3165
1.19b;3166;3211
1.20a;3212;3307
1.20b;3308;3466
1.21;3467;3578
1.22;3579;3635
2.01;3642;3755
2.02;3757;3856
2.03;3857;4013
2.04;4014;4100
2.05;4101;4150
2.06;4151;4162
2.07;4163;4331
2.08a;4332;4362
2.08b;4363;4372
2.09;4373;4443
2.10;4444;4456
2.11;4457;4618
2.12;4619;4651
2.13;4652;4867
2.14;4878;4983
2.15;4984;5073
2.16;5078;5118
2.17;5119;5363
2.18;5383;5432
2.19;5713;5906
2.20;5907;5927
2.21;5928;6089
2.22;;
2.23;5433;5639
2.24;5640;5711
2.25;6097;6207
2.26;6208;6440
2.27;6444;6703
2.28;6704;6910
2.29;6916;7082
2.30;7083;7381
2.31;7382;7513
2.32;7524;7638
2.33a;7639;7671
2.33b;7672;7795
