1.01;240;673
1.02;680;1059
1.03;1070;1092
1.04;1093;1256
1.05;1266;1524
1.06;1525;1770
1.07;1772;1820
1.08;1821;1891
1.09;1892;2121
1.10;2125;2132
1.11;2133;2512
1.12;;
1.13;2530;2633
1.14;2634;2836
1.15;2837;3028
1.16;3053;3161
1.17;3162;3662
1.18;3663;3837
1.19a;3838;3985
1.19b;3992;4036
1.20a;4037;4141
1.20b;4142;4327
1.21;4328;4461
1.22;4462;4523
2.01;4535;4632
2.02;4633;4707
2.03;4708;4869
2.04;4887;5076
2.05;5077;5134
2.06;5135;5150
2.07;5151;5333
2.08a;5334;5381
2.08b;5410;5421
2.09;5422;5494
2.10;5495;5519
2.11;5520;5683
2.12;5709;5749
2.13;5750;6010
2.14;6031;6208
2.15;6209;6300
2.16;6308;6379
2.17;6380;6627
2.18;6640;6749
2.19;6782;6947
2.20;6948;6976
2.21;6977;7178
2.22;7201;7338
2.23;7339;7577
2.24;7591;7690
2.25;7716;7833
2.26;7834;8075
2.27;8076;8388
2.28;8389;8618
2.29;8619;8818
2.30;8835;9174
2.31;9175;9326
2.32;9344;9470
2.33a;9471;9502
2.33b;9503;9632
